0.6797	0.0240
1.7133	0.6840
1.2488	0.3710
1.4987	0.4960
1.0736	0.2250
0.9000	0.0950
0.0627	0.0100
1.7912	0.7290
1.1497	0.3770
1.4913	0.5970
1.3804	0.1370
0.2566	0.0110
1.0954	0.2690
1.4322	0.3760
0.2279	0.0130
1.9775	0.7380
1.4584	0.5630
0.5873	0.0320
0.4544	0.0230
0.9497	0.0150
0.0382	0.0100
0.8131	0.0310
1.6630	0.6930
1.9272	0.7840
0.9756	0.0140
0.1963	0.0110
1.9543	0.7550
0.1478	0.0110
1.5446	0.7050
1.9920	0.7830
0.7383	0.0470
1.9508	0.7700
0.8555	0.0190
0.5495	0.0240
0.3938	0.0140
1.2656	0.4850
1.8489	0.7950
0.0084	0.0100
1.6342	0.7550
0.6946	0.0140
0.4420	0.0240
0.2656	0.0110
1.4557	0.5900
0.7038	0.0130
0.4891	0.0160
0.0192	0.0100
1.9175	0.7250
0.6711	0.0220
0.6373	0.0250
0.9003	0.0610
0.7603	0.0320
0.0205	0.0100
1.2217	0.2850
0.6086	0.0210
0.0441	0.0100
0.9786	0.1110
1.9772	0.7760
1.0255	0.0220
1.6566	0.6170
0.4918	0.0320
0.8198	0.0950
1.5359	0.6080
0.0629	0.0140
1.4504	0.6230
1.8323	0.7490
0.8458	0.0500
0.8183	0.0170
1.4471	0.6180
0.2880	0.0120
0.7141	0.0310
1.4537	0.4970
0.7808	0.0480
0.4738	0.0200
1.6780	0.7240
1.9619	0.8210
1.5709	0.6280
0.8726	0.0270
0.0120	0.0100
1.0331	0.0440
1.5744	0.6220
0.3744	0.0140
0.0971	0.0100
0.6818	0.0160
0.8087	0.0210
1.7480	0.6230
0.3018	0.0170
0.1096	0.0130
1.9035	0.7810
0.1448	0.0120
0.7826	0.0300
1.0826	0.0640
1.5684	0.6660
1.1667	0.1360
1.9994	0.8400
1.9876	0.7700
1.9040	0.8040
1.1993	0.2430
0.5795	0.0100
1.4122	0.4240
1.5984	0.6540
