1.0291	0.1265
1.8212	0.6179
1.8501	0.5867
1.9695	0.6361
1.8359	0.6111
1.9549	0.6412
0.7801	0.1032
1.7241	0.5934
0.7743	0.1869
1.3391	0.3271
0.0395	0.0912
1.4500	0.4403
1.3275	0.4564
0.5513	0.0977
1.7314	0.6031
1.3614	0.4816
0.3298	0.0983
1.2566	0.3801
1.2555	0.3097
0.7705	0.1361
0.3930	0.0802
1.2588	0.1189
1.2882	0.3924
0.4487	0.0855
1.3838	0.5010
0.9592	0.2022
0.0581	0.0994
1.7074	0.6219
1.2843	0.4398
0.1437	0.0924
0.4999	0.1046
0.7772	0.1108
1.4515	0.4528
0.1089	0.0916
0.5139	0.0929
0.5303	0.1060
0.5071	0.0955
1.7501	0.5486
0.8392	0.1016
1.2542	0.4273
1.6335	0.5775
0.9738	0.1497
1.5017	0.5191
0.1001	0.0877
1.6194	0.5232
0.0816	0.1191
0.5243	0.0998
1.0461	0.2770
1.1035	0.2845
0.8395	0.1376
0.2794	0.0933
1.5773	0.5335
1.4109	0.4617
1.6277	0.5124
1.6233	0.5417
0.5711	0.0888
1.7250	0.5783
1.3112	0.3771
1.4833	0.4970
1.1933	0.1003
0.6903	0.1149
1.9778	0.6637
1.0167	0.1155
1.6494	0.5647
0.7209	0.1145
1.8662	0.6072
0.7054	0.1053
0.9696	0.1094
1.6249	0.5701
0.2880	0.0992
1.3142	0.1076
0.3156	0.0934
0.1117	0.1056
1.3436	0.4726
1.1829	0.3242
0.1850	0.1101
1.9701	0.6415
0.7706	0.1087
1.3017	0.4518
0.1088	0.0905
0.3128	0.0857
1.8433	0.6004
1.2371	0.3756
0.8911	0.1232
0.7657	0.1183
1.7082	0.5952
0.5989	0.1153
0.3763	0.0985
0.0517	0.1031
1.7838	0.5614
0.4883	0.0749
1.9202	0.5882
0.4129	0.1041
1.4203	0.4601
0.0412	0.1001
0.4489	0.1068
1.9933	0.6958
0.6943	0.1208
0.3587	0.0846
1.6899	0.5643
