1.6114	0.6600
0.4875	0.0180
0.3473	0.0140
1.1099	0.3780
1.9730	0.8140
1.3409	0.5630
0.5208	0.0180
0.0200	0.0100
0.4494	0.0130
1.2237	0.2840
1.7114	0.6550
1.5513	0.6840
1.7768	0.7020
0.8646	0.0190
1.5347	0.5766
1.4369	0.5260
0.6071	0.0360
1.9568	0.7910
1.6955	0.7220
1.0451	0.0120
0.1414	0.0120
1.7483	0.6240
1.9786	0.8110
0.5425	0.0150
0.4757	0.0190
0.0350	0.0110
0.1563	0.0110
0.3358	0.0150
0.6861	0.0290
1.1430	0.0230
1.8074	0.7932
1.2607	0.4310
0.6061	0.0120
0.7220	0.0130
0.7880	0.0160
1.6604	0.6610
1.6269	0.5940
0.1048	0.0100
1.9403	0.7370
0.7984	0.0150
1.0963	0.1942
0.8759	0.0850
0.4796	0.0220
0.0557	0.0100
0.1971	0.0140
0.0081	0.0100
0.2388	0.0140
0.5445	0.0410
0.6854	0.0280
1.0159	0.1460
1.5900	0.6020
1.5071	0.4910
0.0775	0.0100
1.5305	0.5410
0.0002	0.0100
0.8859	0.0590
0.9648	0.2070
1.6145	0.6256
1.2868	0.2000
1.8828	0.7357
1.0639	0.0800
0.2700	0.0170
0.8951	0.0380
1.7777	0.7510
0.3763	0.0150
0.4520	0.0120
0.3671	0.0120
1.0281	0.2240
0.8284	0.0710
0.7927	0.0400
0.9964	0.1660
1.5440	0.5570
1.2438	0.3300
1.3177	0.5055
0.2145	0.0120
0.8731	0.0440
0.7576	0.0370
1.7903	0.7750
1.3009	0.1760
0.7359	0.0210
0.0369	0.0100
0.0649	0.0110
0.2071	0.0140
0.9096	0.0190
0.0453	0.0100
0.1780	0.0110
0.8481	0.1271
0.5590	0.0150
1.3169	0.2685
1.3858	0.4940
0.6971	0.0210
0.0185	0.0100
0.9571	0.2040
0.8315	0.1860
0.0322	0.0100
0.6359	0.0240
1.3950	0.0270
1.2352	0.2880
0.0059	0.0100
1.2439	0.4040
